"Country or Area","Year","Area","Sex","Age","Record Type","Reliability","Source Year","Value","Value Footnotes"
"India","2001","Urban","Both Sexes","77","Census - de facto - complete tabulation","Final figure, complete","2007","123146","1,2"
"India","2001","Urban","Both Sexes","78","Census - de facto - complete tabulation","Final figure, complete","2007","227744","1,2"
"India","2001","Urban","Both Sexes","79","Census - de facto - complete tabulation","Final figure, complete","2007","88358","1,2"
"India","2001","Urban","Both Sexes","80 +","Census - de facto - complete tabulation","Final figure, complete","2003","2022345","1,2"
"India","2001","Urban","Both Sexes","Unknown","Census - de facto - complete tabulation","Final figure, complete","2003","841654","1,2"
"India","2001","Urban","Male","Total","Census - de facto - complete tabulation","Final figure, complete","2003","150554098","1,2"
"India","2001","Urban","Male","0","Census - de facto - complete tabulation","Final figure, complete","2007","1936788","1,2"
"India","2001","Urban","Male","0 - 4","Census - de facto - complete tabulation","Final figure, complete","2003","13262414","1,2"
"India","2001","Urban","Male","1","Census - de facto - complete tabulation","Final figure, complete","2007","2491192","1,2"
"India","2001","Urban","Male","2","Census - de facto - complete tabulation","Final figure, complete","2007","2848513","1,2"
"India","2001","Urban","Male","3","Census - de facto - complete tabulation","Final figure, complete","2007","3014960","1,2"
"India","2001","Urban","Male","4","Census - de facto - complete tabulation","Final figure, complete","2007","2970961","1,2"
"India","2001","Urban","Male","5","Census - de facto - complete tabulation","Final figure, complete","2007","3293903","1,2"
"India","2001","Urban","Male","5 - 9","Census - de facto - complete tabulation","Final figure, complete","2003","15640135","1,2"
"India","2001","Urban","Male","6","Census - de facto - complete tabulation","Final figure, complete","2007","3035238","1,2"
"India","2001","Urban","Male","7","Census - de facto - complete tabulation","Final figure, complete","2007","2960071","1,2"
"India","2001","Urban","Male","8","Census - de facto - complete tabulation","Final figure, complete","2007","3698952","1,2"
"India","2001","Urban","Male","9","Census - de facto - complete tabulation","Final figure, complete","2007","2651971","1,2"
"India","2001","Urban","Male","10","Census - de facto - complete tabulation","Final figure, complete","2007","4280284","1,2"
"India","2001","Urban","Male","10 - 14","Census - de facto - complete tabulation","Final figure, complete","2003","17030132","1,2"
"India","2001","Urban","Male","11","Census - de facto - complete tabulation","Final figure, complete","2007","2660354","1,2"
"India","2001","Urban","Male","12","Census - de facto - complete tabulation","Final figure, complete","2007","4016492","1,2"
"India","2001","Urban","Male","13","Census - de facto - complete tabulation","Final figure, complete","2007","2844626","1,2"
"India","2001","Urban","Male","14","Census - de facto - complete tabulation","Final figure, complete","2007","3228376","1,2"
"India","2001","Urban","Male","15","Census - de facto - complete tabulation","Final figure, complete","2007","3305702","1,2"
"India","2001","Urban","Male","15 - 19","Census - de facto - complete tabulation","Final figure, complete","2003","16191573","1,2"
"India","2001","Urban","Male","16","Census - de facto - complete tabulation","Final figure, complete","2007","3294608","1,2"
"India","2001","Urban","Male","17","Census - de facto - complete tabulation","Final figure, complete","2007","2691683","1,2"
"India","2001","Urban","Male","18","Census - de facto - complete tabulation","Final figure, complete","2007","4435032","1,2"
"India","2001","Urban","Male","19","Census - de facto - complete tabulation","Final figure, complete","2007","2464548","1,2"
"India","2001","Urban","Male","20","Census - de facto - complete tabulation","Final figure, complete","2007","4359226","1,2"
"India","2001","Urban","Male","20 - 24","Census - de facto - complete tabulation","Final figure, complete","2003","15193668","1,2"
"India","2001","Urban","Male","21","Census - de facto - complete tabulation","Final figure, complete","2007","2393824","1,2"
"India","2001","Urban","Male","22","Census - de facto - complete tabulation","Final figure, complete","2007","3588042","1,2"
"India","2001","Urban","Male","23","Census - de facto - complete tabulation","Final figure, complete","2007","2315616","1,2"
"India","2001","Urban","Male","24","Census - de facto - complete tabulation","Final figure, complete","2007","2536960","1,2"
"India","2001","Urban","Male","25","Census - de facto - complete tabulation","Final figure, complete","2007","4201217","1,2"
"India","2001","Urban","Male","25 - 29","Census - de facto - complete tabulation","Final figure, complete","2003","13180373","1,2"
"India","2001","Urban","Male","26","Census - de facto - complete tabulation","Final figure, complete","2007","2499177","1,2"
"India","2001","Urban","Male","27","Census - de facto - complete tabulation","Final figure, complete","2007","2011924","1,2"
"India","2001","Urban","Male","28","Census - de facto - complete tabulation","Final figure, complete","2007","3161639","1,2"
"India","2001","Urban","Male","29","Census - de facto - complete tabulation","Final figure, complete","2007","1306416","1,2"
"India","2001","Urban","Male","30","Census - de facto - complete tabulation","Final figure, complete","2007","5196663","1,2"
"India","2001","Urban","Male","30 - 34","Census - de facto - complete tabulation","Final figure, complete","2003","11673137","1,2"
"India","2001","Urban","Male","31","Census - de facto - complete tabulation","Final figure, complete","2007","1107661","1,2"
"India","2001","Urban","Male","32","Census - de facto - complete tabulation","Final figure, complete","2007","2799044","1,2"
"India","2001","Urban","Male","33","Census - de facto - complete tabulation","Final figure, complete","2007","1296924","1,2"
"India","2001","Urban","Male","34","Census - de facto - complete tabulation","Final figure, complete","2007","1272845","1,2"
"India","2001","Urban","Male","35","Census - de facto - complete tabulation","Final figure, complete","2007","5119870","1,2"
"India","2001","Urban","Male","35 - 39","Census - de facto - complete tabulation","Final figure, complete","2003","11157103","1,2"
"India","2001","Urban","Male","36","Census - de facto - complete tabulation","Final figure, complete","2007","1723166","1,2"
"India","2001","Urban","Male","37","Census - de facto - complete tabulation","Final figure, complete","2007","1143809","1,2"
"India","2001","Urban","Male","38","Census - de facto - complete tabulation","Final figure, complete","2007","2270409","1,2"
"India","2001","Urban","Male","39","Census - de facto - complete tabulation","Final figure, complete","2007","899849","1,2"
"India","2001","Urban","Male","40","Census - de facto - complete tabulation","Final figure, complete","2007","5071781","1,2"
"India","2001","Urban","Male","40 - 44","Census - de facto - complete tabulation","Final figure, complete","2003","9458276","1,2"
"India","2001","Urban","Male","41","Census - de facto - complete tabulation","Final figure, complete","2007","765196","1,2"
"India","2001","Urban","Male","42","Census - de facto - complete tabulation","Final figure, complete","2007","1972541","1,2"
"India","2001","Urban","Male","43","Census - de facto - complete tabulation","Final figure, complete","2007","863724","1,2"
"India","2001","Urban","Male","44","Census - de facto - complete tabulation","Final figure, complete","2007","785034","1,2"
"India","2001","Urban","Male","45","Census - de facto - complete tabulation","Final figure, complete","2007","4013408","1,2"
"India","2001","Urban","Male","45 - 49","Census - de facto - complete tabulation","Final figure, complete","2003","7844213","1,2"
"India","2001","Urban","Male","46","Census - de facto - complete tabulation","Final figure, complete","2007","962031","1,2"
"India","2001","Urban","Male","47","Census - de facto - complete tabulation","Final figure, complete","2007","785722","1,2"
"India","2001","Urban","Male","48","Census - de facto - complete tabulation","Final figure, complete","2007","1490822","1,2"
"India","2001","Urban","Male","49","Census - de facto - complete tabulation","Final figure, complete","2007","592230","1,2"
"India","2001","Urban","Male","50","Census - de facto - complete tabulation","Final figure, complete","2007","3226770","1,2"
"India","2001","Urban","Male","50 - 54","Census - de facto - complete tabulation","Final figure, complete","2003","6038917","1,2"
"India","2001","Urban","Male","51","Census - de facto - complete tabulation","Final figure, complete","2007","566223","1,2"
"India","2001","Urban","Male","52","Census - de facto - complete tabulation","Final figure, complete","2007","1129247","1,2"
"India","2001","Urban","Male","53","Census - de facto - complete tabulation","Final figure, complete","2007","565523","1,2"
"India","2001","Urban","Male","54","Census - de facto - complete tabulation","Final figure, complete","2007","551154","1,2"
"India","2001","Urban","Male","55","Census - de facto - complete tabulation","Final figure, complete","2007","1957731","1,2"
"India","2001","Urban","Male","55 - 59","Census - de facto - complete tabulation","Final figure, complete","2003","4010268","1,2"
"India","2001","Urban","Male","56","Census - de facto - complete tabulation","Final figure, complete","2007","578362","1,2"
